380.0,3407.0
380.1953125,3475.0
380.390625,3352.0
380.5859375,3423.0
380.78125,3414.0
380.9765625,3403.0
381.171875,3314.0
381.3671875,3524.0
381.5625,3458.0
381.7578125,3356.0
381.953125,3484.0
382.1484375,3541.0
382.34375,3545.0
382.5390625,3556.0
382.734375,3573.0
382.9296875,3425.0
383.125,3566.0
383.3203125,3440.0
383.515625,3529.0
383.7109375,3623.0
383.90625,3393.0
384.1015625,3389.0
384.296875,3521.0
384.4921875,3363.0
384.6875,3561.0
384.8828125,3620.0
385.078125,3487.0
385.2734375,3449.0
385.46875,3435.0
385.6640625,3578.0
385.859375,3436.0
386.0546875,3385.0
386.25,3413.0
386.4453125,3593.0
386.640625,3443.0
386.8359375,3550.0
387.03125,3381.0
387.2265625,3503.0
387.421875,3521.0
387.6171875,3611.0
387.8125,3595.0
388.0078125,3399.0
388.203125,3360.0
388.3984375,3566.0
388.59375,3503.0
388.7890625,3552.0
388.984375,3648.0
389.1796875,3376.0
389.375,3507.0
389.5703125,3533.0
389.765625,3551.0
389.9609375,3537.0
390.15625,3557.0
390.3515625,3565.0
390.546875,3517.0
390.7421875,3433.0
390.9375,3713.0
391.1328125,3536.0
391.328125,3632.0
391.5234375,3433.0
391.71875,3556.0
391.9140625,3504.0
392.109375,3442.0
392.3046875,3482.0
392.5,3411.0
392.6953125,3328.0
392.890625,3492.0
393.0859375,3471.0
393.28125,3623.0
393.4765625,3498.0
393.671875,3459.0
393.8671875,3455.0
394.0625,3502.0
394.2578125,3596.0
394.453125,3528.0
394.6484375,3771.0
394.84375,3448.0
395.0390625,3615.0
395.234375,3615.0
395.4296875,3554.0
395.625,3541.0
395.8203125,3536.0
396.015625,3451.0
396.2109375,3663.0
396.40625,3568.0
396.6015625,3590.0
396.796875,3796.0
396.9921875,3504.0
397.1875,3538.0
397.3828125,3593.0
397.578125,3380.0
397.7734375,3406.0
397.96875,3470.0
398.1640625,3409.0
398.359375,3546.0
398.5546875,3436.0
398.75,3494.0
398.9453125,3561.0
399.140625,3525.0
399.3359375,3384.0
399.53125,3608.0
399.7265625,3776.0
399.921875,3497.0
400.1171875,3330.0
400.3125,3521.0
400.5078125,3491.0
400.703125,3629.0
400.8984375,3619.0
401.09375,3608.0
401.2890625,3652.0
401.484375,3403.0
401.6796875,3513.0
401.875,3560.0
402.0703125,3401.0
402.265625,3460.0
402.4609375,3601.0
402.65625,3456.0
402.8515625,3457.0
403.046875,3552.0
403.2421875,3547.0
403.4375,3550.0
403.6328125,3545.0
403.828125,3641.0
404.0234375,3688.0
404.21875,3450.0
404.4140625,3483.0
404.609375,3589.0
404.8046875,3386.0
405.0,3463.0
405.1953125,3566.0
405.390625,3413.0
405.5859375,3533.0
405.78125,3538.0
405.9765625,3608.0
406.171875,3552.0
406.3671875,3515.0
406.5625,3597.0
406.7578125,3518.0
406.953125,3708.0
407.1484375,3709.0
407.34375,3636.0
407.5390625,3501.0
407.734375,3677.0
407.9296875,3478.0
408.125,3823.0
408.3203125,3732.0
408.515625,3476.0
408.7109375,3408.0
408.90625,3658.0
409.1015625,3562.0
409.296875,3706.0
409.4921875,3604.0
409.6875,3747.0
409.8828125,3485.0
410.078125,3503.0
410.2734375,3693.0
410.46875,3599.0
410.6640625,3621.0
410.859375,3714.0
411.0546875,3708.0
411.25,3584.0
411.4453125,3674.0
411.640625,3638.0
411.8359375,3680.0
412.03125,3575.0
412.2265625,3421.0
